9,10,12,15,42
10,11,12,18,45
10,12,14,18,45
10,12,15,18,27
10,12,16,18,45
10,12,18,21,45
10,12,18,25,27
10,12,18,25,45
10,12,18,27,45
10,28,35,42,63
20,28,30,42,105
20,30,36,45,54
20,30,42,70,105
30,44,66,110,165
30,52,78,130,195
40,42,60,105,140
42,44,66,154,231
42,52,78,182,273
70,84,126,180,315
