44,69,253
44,75,275
44,76,209
44,81,297
44,84,231
44,92,253
44,100,275
44,108,297
45,52,195
45,56,210
45,64,240
45,68,255
45,76,285
46,52,299
48,51,272
48,57,304
50,52,325
51,52,221
51,56,238
51,57,323
51,60,340
51,64,272
51,76,323
51,80,340
52,54,351
52,57,247
52,60,195
52,63,273
52,68,221
52,69,299
52,75,325
52,76,247
52,81,351
52,84,273
52,92,299
52,100,325
52,108,351
56,57,266
56,69,322
56,75,350
56,81,378
57,60,380
57,64,304
57,68,323
57,80,380
60,68,255
60,76,285
60,92,345
63,64,336
63,68,357
63,76,399
63,80,420
64,69,368
64,75,400
64,81,432
68,69,391
68,75,425
68,76,323
68,81,459
68,84,357
68,92,391
68,100,425
68,108,459
69,76,437
69,80,460
75,76,475
76,81,513
76,84,399
76,92,437
76,100,475
76,108,513
80,81,540
84,92,483
84,100,525
92,100,575
92,108,621
100,108,675
